海菜水餃,6.5,
小卷水餃,6.5,
飛魚卵水餃,6.5,
瓠瓜水餃,5.5,
白蘿蔔水餃,5.5,
高麗菜水餃,4.5,
韭菜水餃,4.5,
焿湯,小 30,中 50,大 100
